"ds_entidade";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)";"Ano";"Receita líquida de vendas";"Custo direto de produção - Total";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"Receita líquida de vendas (em valores de 2019)";"Custo direto de produção - Total (em valores de 2019)";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção (em valores de 2019)";"mkp"
"Sub_Setor";"11.1 Fabricação de bebidas alcoólicas";"2008";"22104824";"10811752";"628559";"40767339";"19939827";"1159235";"1,93218733301918"
"Sub_Setor";"11.2 Fabricação de bebidas não-alcoólicas";"2008";"17663485";"8461334";"389711";"32576295";"15605013";"718734";"1,99563836812489"
"Setor";"12 Fabricação de produtos do fumo";"2008";"10887942";"5886016";"354324";"20080342";"10855423";"653470";"1,74476743254374"
"Sub_Setor";"12.1 Processamento industrial do fumo";"2008";"4596552";"3731244";"147534";"8477299";"6881434";"272093";"1,18505158067824"
"Sub_Setor";"12.2 Fabricação de produtos do fumo";"2008";"6291390";"2154772";"206790";"11603043";"3973989";"381377";"2,66407996063622"
"Setor";"13 Fabricação de produtos têxteis";"2008";"29583457";"17652286";"3057887";"54559983";"32555641";"5639580";"1,42845050111363"
"Sub_Setor";"13.1 Preparação e fiação de fibras têxteis";"2008";"4593178";"2917743";"445832";"8471076";"5381116";"822236";"1,36556431772742"
"Sub_Setor";"13.2 Tecelagem, exceto malha";"2008";"11952943";"7050671";"1213975";"22044495";"13003365";"2238902";"1,44627404488952"
"Sub_Setor";"13.3 Fabricação de tecidos de malha";"2008";"3328552";"2199044";"247808";"6138760";"4055638";"457026";"1,36034055186010"
"Sub_Setor";"13.4 Acabamentos em fios, tecidos e artefatos têxteis";"2008";"1830079";"843994";"387598";"3375166";"1556556";"714837";"1,48594583271083"
"Sub_Setor";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"2008";"7878706";"4640832";"762673";"14530488";"8558963";"1406578";"1,45807323209657"
"Setor";"14 Confecção de artigos do vestuário e acessórios";"2008";"27036698";"14724844";"4340655";"49863063";"27156638";"8005355";"1,41809548231599"
"Sub_Setor";"14.1 Confecção de artigos do vestuário e acessórios";"2008";"26038702";"14198418";"4198464";"48022485";"26185765";"7743115";"1,41538669433222"
"Sub_Setor";"14.2 Fabricação de artigos de malharia e tricotagem";"2008";"997995";"526427";"142191";"1840576";"970875";"262239";"1,49262359074988"
"Setor";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"2008";"24570717";"13902412";"3175210";"45315120";"25639849";"5855955";"1,43876688452292"
"Sub_Setor";"15.1 Curtimento e outras preparações de couro";"2008";"5880466";"4349228";"394023";"10845187";"8021165";"726686";"1,23975433726784"
"Sub_Setor";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro";"2008";"1288094";"662922";"223791";"2375597";"1222609";"412732";"1,45266168422026"
"Sub_Setor";"15.3 Fabricação de calçados";"2008";"16157834";"8263353";"2299312";"29799463";"15239882";"4240560";"1,52971186722290"
"Sub_Setor";"15.4 Fabricação de partes para calçados, de qualquer material";"2008";"1244322";"626909";"258084";"2294870";"1156192";"475977";"1,40602468042120"
"Setor";"16 Fabricação de produtos de madeira";"2008";"17667961";"9478995";"1987559";"32584550";"17481858";"3665602";"1,54082569183383"
"Sub_Setor";"16.1 Desdobramento de madeira";"2008";"5698509";"2779862";"713939";"10509609";"5126826";"1316699";"1,63103422318558"
"Sub_Setor";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"2008";"11969452";"6699131";"1273620";"22074942";"12355029";"2348903";"1,50129509876829"
"Setor";"17 Fabricação de celulose, papel e produtos de papel";"2008";"49703322";"27258043";"2999908";"91666514";"50271283";"5532650";"1,64265326492200"
"Sub_Setor";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"2008";"6209668";"2622747";"228355";"11452325";"4837063";"421149";"2,17798872155398"
"Sub_Setor";"17.2 Fabricação de papel, cartolina e papel-cartão";"2008";"16718611";"9008420";"858390";"30833689";"16613989";"1583106";"1,69442920254875"
"Sub_Setor";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"2008";"12893531";"7432988";"979544";"23779196";"13708462";"1806547";"1,53265758751349"
"Sub_Setor";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"2008";"13881512";"8193887";"933619";"25601303";"15111768";"1721849";"1,52084391946716"
"Setor";"18 Impressão e reprodução de gravações";"2008";"11390402";"4832568";"1253543";"21007015";"8912577";"2311876";"1,87154029888709"
"Sub_Setor";"18.1 Atividade de impressão";"2008";"7614922";"3364249";"855544";"14043998";"6204595";"1577857";"1,80457240438097"
"Sub_Setor";"18.2 Serviços de pré-impressão e acabamentos gráficos";"2008";"2141183";"719926";"337160";"3948927";"1327740";"621815";"2,02555232024641"
"Sub_Setor";"18.3 Reprodução de materiais gravados em qualquer suporte";"2008";"1634297";"748391";"60839";"3014090";"1380238";"112204";"2,01957045586545"
"Setor";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis";"2008";"196379975";"86468998";"6866518";"362178362";"159472472";"12663736";"2,10402195665796"
"Sub_Setor";"19.1 Coquerias";"2008";"42947";"29241";"1250";"79206";"53928";"2305";"1,40851398773409"
"Sub_Setor";"19.2 Fabricação de produtos derivados do petróleo";"2008";"176081155";"74464622";"4712367";"324741789";"137333121";"8690893";"2,22389304296479"
"Sub_Setor";"19.3 Fabricação de biocombustíveis";"2008";"20255873";"11975135";"2152901";"37357368";"22085423";"3970538";"1,43373594178271"
"Setor";"20 Fabricação de produtos químicos";"2008";"172916486";"120926583";"4986666";"318905274";"223021679";"9196775";"1,37329857956409"
"Sub_Setor";"20.1 Fabricação de produtos químicos inorgânicos";"2008";"46228949";"33673416";"1067356";"85258821";"62102985";"1968496";"1,33068283571822"
"Sub_Setor";"20.2 Fabricação de produtos químicos orgânicos";"2008";"23715522";"18202411";"661845";"43737906";"33570222";"1220623";"1,25716709951349"
"Sub_Setor";"20.3 Fabricação de resinas e elastômeros";"2008";"31212761";"24283148";"688925";"57564865";"44784764";"1270566";"1,24990668576053"
"Sub_Setor";"20.4 Fabricação de fibras artificiais e sintéticas";"2008";"1817454";"1439298";"94823";"3351882";"2654459";"174880";"1,18468751812927"
"Sub_Setor";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários";"2008";"23083919";"13971741";"337914";"42573058";"25767710";"623206";"1,61317089755134"
"Sub_Setor";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal";"2008";"23937038";"14931047";"1146874";"44146442";"27536933";"2115149";"1,48881425651986"
"Sub_Setor";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins";"2008";"9621676";"6150553";"416746";"17745001";"11343301";"768594";"1,46508876784809"
"Sub_Setor";"20.9 Fabricação de produtos e preparados químicos diversos";"2008";"13299167";"8274967";"572183";"24527300";"15261301";"1055262";"1,50321482059194"
"Setor";"21 Fabricação de produtos farmoquímicos e farmacêuticos";"2008";"30256702";"12564787";"1132766";"55801630";"23172902";"2089130";"2,20891293503299"
"Sub_Setor";"21.1 Fabricação de produtos farmoquímicos";"2008";"369583";"171437";"28567";"681612";"316177";"52685";"1,84787804243915"
"Sub_Setor";"21.2 Fabricação de produtos farmacêuticos";"2008";"29887119";"12393348";"1104199";"55120018";"22856722";"2036445";"2,21426300645591"
"Setor";"22 Fabricação de produtos de borracha e de material plástico";"2008";"59719100";"37382581";"4938986";"110138347";"68943699";"9108840";"1,41107960392865"
"Sub_Setor";"22.1 Fabricação de produtos de borracha";"2008";"18792319";"11284993";"1517656";"34658174";"20812612";"2798973";"1,46784614652796"
"Sub_Setor";"22.2 Fabricação de produtos de material plástico";"2008";"40926781";"26097589";"3421330";"75480173";"48131089";"6309868";"1,38645934154974"
"Setor";"23 Fabricação de produtos de minerais não-metálicos";"2008";"49446436";"26154033";"4199727";"91192746";"48235187";"7745445";"1,62900530280268"
"Sub_Setor";"23.1 Fabricação de vidro e de produtos do vidro";"2008";"6780384";"3410099";"541689";"12504882";"6289155";"999023";"1,71577625115517"
"Sub_Setor";"23.2 Fabricação de cimento";"2008";"12099260";"6050045";"425219";"22314343";"11157937";"784220";"1,86853539871116"
"Sub_Setor";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"2008";"10076520";"6206744";"947268";"18583858";"11446933";"1747021";"1,40851315317894"
"Sub_Setor";"23.4 Fabricação de produtos cerâmicos";"2008";"10346292";"5209546";"1422715";"19081391";"9607827";"2623875";"1,55999469864048"
"Sub_Setor";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos";"2008";"10143980";"5277599";"862836";"18708272";"9733335";"1591305";"1,65199696764154"
"Setor";"24 Metalurgia";"2008";"141026860";"86478626";"5790542";"260092085";"159490229";"10679343";"1,52842886802664"
"Sub_Setor";"24.1 Produção de ferro-gusa e de ferroligas";"2008";"15650978";"9182849";"473149";"28864682";"16935684";"872616";"1,62085555527248"
"Sub_Setor";"24.2 Siderurgia";"2008";"79785987";"47194174";"2902942";"147147173";"87038959";"5353819";"1,59262634998789"
"Sub_Setor";"24.3 Produção de tubos de aço, exceto tubos sem costura";"2008";"9435027";"6470031";"406954";"17400769";"11932506";"750534";"1,37197143806479"
"Sub_Setor";"24.4 Metalurgia dos metais não-ferrosos";"2008";"30543805";"20299802";"1341724";"56331127";"37438385";"2474506";"1,41135172260958"
"Sub_Setor";"24.5 Fundição";"2008";"5611064";"3331770";"665773";"10348336";"6144695";"1227867";"1,40362817860871"
"Setor";"25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"2008";"63803675";"35470868";"6430589";"117671420";"65417978";"11859764";"1,52270779032815"
"Sub_Setor";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada";"2008";"11466369";"6018079";"1332075";"21147119";"11098983";"2456710";"1,56001751800030"
"Sub_Setor";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras";"2008";"3596651";"2218401";"369827";"6633208";"4091338";"682062";"1,38961907529012"
"Sub_Setor";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais";"2008";"11900852";"5905091";"1528634";"21948425";"10890602";"2819219";"1,60092712603708"
"Sub_Setor";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas";"2008";"9209752";"4542709";"1009802";"16985301";"8377997";"1862351";"1,65866434123228"
"Sub_Setor";"25.5 Fabricação de equipamento bélico pesado, armas de fogo e munições";"2008";"871103";"329377";"146959";"1606552";"607461";"271033";"1,82875743172886"
"Sub_Setor";"25.9 Fabricação de produtos de metal não especificados anteriormente";"2008";"26758946";"16457211";"2043291";"49350812";"30351596";"3768387";"1,44639026551820"
"Setor";"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos";"2008";"60985912";"40624767";"2236235";"112474695";"74923177";"4124229";"1,42287648804851"
"Sub_Setor";"26.1 Fabricação de componentes eletrônicos";"2008";"4224376";"2585535";"346795";"7790904";"4768433";"639585";"1,44062093966232"
"Sub_Setor";"26.2 Fabricação de equipamentos de informática e periféricos";"2008";"19019781";"13399367";"474943";"35077676";"24712096";"875925";"1,37086319968344"
"Sub_Setor";"26.3 Fabricação de equipamentos de comunicação";"2008";"17281159";"11230678";"430146";"31871182";"20712441";"793307";"1,48198437777639"
"Sub_Setor";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"2008";"13787352";"10399222";"375888";"25427646";"19179008";"693240";"1,27955556834223"
"Sub_Setor";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";"2008";"5462389";"2461077";"510367";"10074139";"4538899";"941256";"1,83829444539423"
"Sub_Setor";"26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"2008";"906567";"410504";"71290";"1671957";"757082";"131478";"1,88164858840085"
"Sub_Setor";"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos";"2008";"236338";"107334";"23448";"435872";"197953";"43245";"1,80711412885565"
"Sub_Setor";"26.8 Fabricação de mídias virgens, magnéticas e ópticas";"2008";"67949";"31044";"3358";"125317";"57254";"6193";"1,97514679379106"
"Setor";"27 Fabricação de máquinas, aparelhos e materiais elétricos";"2008";"52214398";"32223204";"3480783";"96297625";"59428398";"6419515";"1,46242485468080"
"Sub_Setor";"27.1 Fabricação de geradores, transformadores e motores elétricos";"2008";"13361244";"7556489";"1247046";"24641787";"13936232";"2299894";"1,51771350940276"
"Sub_Setor";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos";"2008";"2153535";"1431575";"164794";"3971707";"2640216";"303925";"1,34902080909865"
"Sub_Setor";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica";"2008";"18442909";"12320862";"894367";"34013766";"22723038";"1649457";"1,39557997822058"
"Sub_Setor";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação";"2008";"1618592";"1008876";"150030";"2985126";"1860643";"276696";"1,39665512129543"
"Sub_Setor";"27.5 Fabricação de eletrodomésticos";"2008";"13806016";"8385973";"789843";"25462068";"15466027";"1456686";"1,50460907237024"
"Sub_Setor";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"2008";"2832103";"1519434";"234702";"5223172";"2802252";"432855";"1,61452874805602"
"Setor";"28 Fabricação de máquinas e equipamentos";"2008";"85986199";"51657943";"6691416";"158582059";"95271370";"12340800";"1,47364427773748"
"Sub_Setor";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão";"2008";"15910640";"9082873";"1392740";"29343570";"16751301";"2568593";"1,51882663095706"
"Sub_Setor";"28.2 Fabricação de máquinas e equipamentos de uso geral";"2008";"23888225";"13814404";"1877972";"44056418";"25477538";"3463494";"1,52228222163425"
"Sub_Setor";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária";"2008";"18091735";"11941956";"886503";"33366105";"22024232";"1634954";"1,41028123487007"
"Sub_Setor";"28.4 Fabricação de máquinas-ferramenta";"2008";"5211107";"2957410";"577762";"9610706";"5454273";"1065551";"1,47407452876409"
"Sub_Setor";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção";"2008";"10242759";"6843608";"670585";"18890448";"12621484";"1236742";"1,36312162862998"
"Sub_Setor";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico";"2008";"12641733";"7017690";"1285854";"23314812";"12942539";"2371466";"1,52245029351323"
"Setor";"29 Fabricação de veículos automotores, reboques e carrocerias";"2008";"205711371";"130892122";"11568695";"379388008";"241400858";"21335836";"1,44398561886670"
"Sub_Setor";"29.1 Fabricação de automóveis, camionetas e utilitários";"2008";"97235879";"63449742";"3665671";"179329544";"117018671";"6760499";"1,44878612309217"
"Sub_Setor";"29.2 Fabricação de caminhões e ônibus";"2008";"32487382";"21279475";"941068";"59915614";"39245170";"1735587";"1,46204266925430"
"Sub_Setor";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores";"2008";"10054473";"6500683";"927548";"18543197";"11989037";"1710652";"1,35354877897577"
"Sub_Setor";"29.4 Fabricação de peças e acessórios para veículos automotores";"2008";"65396655";"39458453";"5906083";"120609311";"72772175";"10892432";"1,44158104030867"
"Sub_Setor";"29.5 Recondicionamento e recuperação de motores para veículos automotores";"2008";"536983";"203767";"128325";"990343";"375802";"236666";"1,61697059850885"
"Setor";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores";"2008";"32275022";"20814848";"2320929";"59523964";"38388270";"4280428";"1,39502649943419"
"Sub_Setor";"30.1 Construção de embarcações";"2008";"3433188";"1994608";"395573";"6331737";"3678602";"729545";"1,43637155512490"
"Sub_Setor";"30.3 Fabricação de veículos ferroviários";"2008";"2332587";"1111399";NA;"4301928";"2049724";NA;NA
"Sub_Setor";"30.4 Fabricação de aeronaves";"2008";"11583909";"7880679";"985172";"21363895";"14534127";"1816927";"1,30657609743272"
"Sub_Setor";"30.5 Fabricação de veículos militares de combate";"2008";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente";"2008";"14906824";"9817189";"626740";"27492259";"18105580";"1155880";"1,42731954612100"
"Setor";"31 Fabricação de móveis";"2008";"17964847";"10883228";"1966855";"33132089";"20071648";"3627418";"1,39803353799349"
"Sub_Setor";"31.0 Fabricação de móveis";"2008";"17964847";"10883228";"1966855";"33132089";"20071648";"3627418";"1,39803353799349"
"Setor";"32 Fabricação de produtos diversos";"2008";"12632089";"5728575";"1283297";"23297026";"10565058";"2366751";"1,80152875009698"
"Sub_Setor";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes";"2008";"1206471";"436504";"157995";"2225062";"805033";"291386";"2,02939113438374"
"Sub_Setor";"32.2 Fabricação de instrumentos musicais";"2008";"130680";"58556";"19569";"241010";"107993";"36091";"1,67270400000000"
"Sub_Setor";"32.3 Fabricação de artefatos para pesca e esporte";"2008";"436621";"197993";"47156";"805248";"365153";"86969";"1,78104336546345"
"Sub_Setor";"32.4 Fabricação de brinquedos e jogos recreativos";"2008";"1167918";"547466";"140156";"2153960";"1009677";"258486";"1,69848841369241"
"Sub_Setor";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"2008";"4092255";"1746477";"358603";"7547237";"3220981";"661362";"1,94399025215194"
"Sub_Setor";"32.9 Fabricação de produtos diversos";"2008";"5598144";"2741580";"559819";"10324508";"5056223";"1032459";"1,69568840361313"
"Setor";"33 Manutenção, reparação e instalação de máquinas e equipamentos";"2008";"12820901";"5281696";"2146440";"23645247";"9740891";"3958622";"1,72599168889746"
"Sub_Setor";"33.1 Manutenção e reparação de máquinas e equipamentos";"2008";"11668269";"4813827";"1948375";"21519478";"8878013";"3593336";"1,72551322779178"
"Sub_Setor";"33.2 Instalação de máquinas e equipamentos";"2008";"1152633";"467869";"198064";"2125770";"862878";"365284";"1,73085430516283"
"Total Indústria";"Total";"2009";"1652258988";"932724335";"105616261";"2905209628";"1640033275";"185707798";"1,59124953253778"
